model1,model2,graph_distance
Qwen/Qwen2.5-Math-1.5B-Instruct,google/gemma-2-2b,
Qwen/Qwen2.5-Math-1.5B-Instruct,google/gemma-2-2b-it,
Qwen/Qwen2.5-Math-1.5B-Instruct,google/gemma-2-2b-jpn-it,
Qwen/Qwen2.5-Math-1.5B-Instruct,inference-net/Schematron-3B,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Llama-3.1-8B,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Llama-3.2-1B,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Llama-3.2-3B,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen2.5-Math-1.5B-Instruct,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,microsoft/UserLM-8b,
Qwen/Qwen2.5-Math-1.5B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen2.5-Math-1.5B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen2.5-Math-1.5B-Instruct,mistralai/Mistral-7B-v0.1,
Qwen/Qwen2.5-Math-1.5B-Instruct,mistralai/Mistral-7B-v0.3,
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,14.0
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,14.0
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/OpenMath-Nemotron-1.5B,2.0
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen2.5-Math-1.5B-Instruct,nvidia/OpenReasoning-Nemotron-1.5B,3.0
Qwen/Qwen2.5-Math-1.5B-Instruct,tiiuae/Falcon3-1B-Base,
Qwen/Qwen2.5-Math-1.5B-Instruct,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Llama-3.1-8B,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Llama-3.2-1B,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-0.5B,14.0
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,13.0
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-1.5B,3.0
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-1.5B-Instruct,4.0
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-Math-1.5B,2.0
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen2.5-Math-7B-Instruct,15.0
Qwen/Qwen2.5-Math-1.5B-Instruct,unsloth/Qwen3-1.7B-Base,14.0
Qwen/Qwen2.5-Math-7B,Qwen/Qwen2.5-Math-7B-Instruct,1.0
Qwen/Qwen2.5-Math-7B,Qwen/Qwen3-1.7B,11.0
Qwen/Qwen2.5-Math-7B,Qwen/Qwen3-1.7B-Base,12.0
Qwen/Qwen2.5-Math-7B,Qwen/Qwen3-4B,
Qwen/Qwen2.5-Math-7B,Qwen/Qwen3-4B-Base,
Qwen/Qwen2.5-Math-7B,SakanaAI/TinySwallow-1.5B,13.0
Qwen/Qwen2.5-Math-7B,Writer/palmyra-mini,12.0
Qwen/Qwen2.5-Math-7B,acon96/Home-Llama-3.2-3B,
Qwen/Qwen2.5-Math-7B,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen2.5-Math-7B,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen2.5-Math-7B,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen2.5-Math-7B,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen2.5-Math-7B,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen2.5-Math-7B,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen2.5-Math-7B,arcee-ai/Meraj-Mini,3.0
Qwen/Qwen2.5-Math-7B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen2.5-Math-7B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,3.0
Qwen/Qwen2.5-Math-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-Math-7B,dnotitia/Smoothie-Qwen3-1.7B,12.0
Qwen/Qwen2.5-Math-7B,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen2.5-Math-7B,google/gemma-2-2b,
Qwen/Qwen2.5-Math-7B,google/gemma-2-2b-it,
Qwen/Qwen2.5-Math-7B,google/gemma-2-2b-jpn-it,
Qwen/Qwen2.5-Math-7B,inference-net/Schematron-3B,
Qwen/Qwen2.5-Math-7B,meta-llama/Llama-3.1-8B,
Qwen/Qwen2.5-Math-7B,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-Math-7B,meta-llama/Llama-3.2-1B,
Qwen/Qwen2.5-Math-7B,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-Math-7B,meta-llama/Llama-3.2-3B,
Qwen/Qwen2.5-Math-7B,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-Math-7B,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen2.5-Math-7B,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen2.5-Math-7B,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen2.5-Math-7B,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen2.5-Math-7B,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-Math-7B,microsoft/UserLM-8b,
Qwen/Qwen2.5-Math-7B,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen2.5-Math-7B,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen2.5-Math-7B,mistralai/Mistral-7B-v0.1,
Qwen/Qwen2.5-Math-7B,mistralai/Mistral-7B-v0.3,
Qwen/Qwen2.5-Math-7B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen2.5-Math-7B,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen2.5-Math-7B,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen2.5-Math-7B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen2.5-Math-7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,3.0
Qwen/Qwen2.5-Math-7B,nvidia/OpenCodeReasoning-Nemotron-7B,3.0
Qwen/Qwen2.5-Math-7B,nvidia/OpenMath-Nemotron-1.5B,13.0
Qwen/Qwen2.5-Math-7B,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen2.5-Math-7B,nvidia/OpenReasoning-Nemotron-1.5B,12.0
Qwen/Qwen2.5-Math-7B,tiiuae/Falcon3-1B-Base,
Qwen/Qwen2.5-Math-7B,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen2.5-Math-7B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-Math-7B,unsloth/Llama-3.1-8B,
Qwen/Qwen2.5-Math-7B,unsloth/Llama-3.2-1B,
Qwen/Qwen2.5-Math-7B,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-Math-7B,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-Math-7B,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-Math-7B,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-Math-7B,unsloth/Qwen2.5-0.5B,13.0
Qwen/Qwen2.5-Math-7B,unsloth/Qwen2.5-0.5B-Instruct,12.0
Qwen/Qwen2.5-Math-7B,unsloth/Qwen2.5-1.5B,12.0
Qwen/Qwen2.5-Math-7B,unsloth/Qwen2.5-1.5B-Instruct,13.0
Qwen/Qwen2.5-Math-7B,unsloth/Qwen2.5-Math-1.5B,13.0
Qwen/Qwen2.5-Math-7B,unsloth/Qwen2.5-Math-7B-Instruct,2.0
Qwen/Qwen2.5-Math-7B,unsloth/Qwen3-1.7B-Base,13.0
Qwen/Qwen2.5-Math-7B-Instruct,Qwen/Qwen3-1.7B,12.0
Qwen/Qwen2.5-Math-7B-Instruct,Qwen/Qwen3-1.7B-Base,13.0
Qwen/Qwen2.5-Math-7B-Instruct,Qwen/Qwen3-4B,
Qwen/Qwen2.5-Math-7B-Instruct,Qwen/Qwen3-4B-Base,
Qwen/Qwen2.5-Math-7B-Instruct,SakanaAI/TinySwallow-1.5B,14.0
Qwen/Qwen2.5-Math-7B-Instruct,Writer/palmyra-mini,13.0
Qwen/Qwen2.5-Math-7B-Instruct,acon96/Home-Llama-3.2-3B,
Qwen/Qwen2.5-Math-7B-Instruct,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen2.5-Math-7B-Instruct,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen2.5-Math-7B-Instruct,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen2.5-Math-7B-Instruct,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen2.5-Math-7B-Instruct,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen2.5-Math-7B-Instruct,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen2.5-Math-7B-Instruct,arcee-ai/Meraj-Mini,4.0
Qwen/Qwen2.5-Math-7B-Instruct,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen2.5-Math-7B-Instruct,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,4.0
Qwen/Qwen2.5-Math-7B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-Math-7B-Instruct,dnotitia/Smoothie-Qwen3-1.7B,13.0
Qwen/Qwen2.5-Math-7B-Instruct,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen2.5-Math-7B-Instruct,google/gemma-2-2b,
Qwen/Qwen2.5-Math-7B-Instruct,google/gemma-2-2b-it,
Qwen/Qwen2.5-Math-7B-Instruct,google/gemma-2-2b-jpn-it,
Qwen/Qwen2.5-Math-7B-Instruct,inference-net/Schematron-3B,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Llama-3.1-8B,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Llama-3.2-1B,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Llama-3.2-3B,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen2.5-Math-7B-Instruct,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-Math-7B-Instruct,microsoft/UserLM-8b,
Qwen/Qwen2.5-Math-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen2.5-Math-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen2.5-Math-7B-Instruct,mistralai/Mistral-7B-v0.1,
Qwen/Qwen2.5-Math-7B-Instruct,mistralai/Mistral-7B-v0.3,
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,4.0
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,4.0
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/OpenMath-Nemotron-1.5B,14.0
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen2.5-Math-7B-Instruct,nvidia/OpenReasoning-Nemotron-1.5B,13.0
Qwen/Qwen2.5-Math-7B-Instruct,tiiuae/Falcon3-1B-Base,
Qwen/Qwen2.5-Math-7B-Instruct,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Llama-3.1-8B,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Llama-3.2-1B,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-0.5B,14.0
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,13.0
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-1.5B,13.0
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-1.5B-Instruct,14.0
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-Math-1.5B,14.0
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen2.5-Math-7B-Instruct,1.0
Qwen/Qwen2.5-Math-7B-Instruct,unsloth/Qwen3-1.7B-Base,14.0
Qwen/Qwen3-1.7B,Qwen/Qwen3-1.7B-Base,1.0
Qwen/Qwen3-1.7B,Qwen/Qwen3-4B,
Qwen/Qwen3-1.7B,Qwen/Qwen3-4B-Base,
Qwen/Qwen3-1.7B,SakanaAI/TinySwallow-1.5B,12.0
Qwen/Qwen3-1.7B,Writer/palmyra-mini,11.0
Qwen/Qwen3-1.7B,acon96/Home-Llama-3.2-3B,
Qwen/Qwen3-1.7B,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen3-1.7B,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen3-1.7B,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen3-1.7B,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen3-1.7B,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen3-1.7B,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen3-1.7B,arcee-ai/Meraj-Mini,12.0
Qwen/Qwen3-1.7B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen3-1.7B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,12.0
Qwen/Qwen3-1.7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen3-1.7B,dnotitia/Smoothie-Qwen3-1.7B,1.0
Qwen/Qwen3-1.7B,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen3-1.7B,google/gemma-2-2b,
Qwen/Qwen3-1.7B,google/gemma-2-2b-it,
Qwen/Qwen3-1.7B,google/gemma-2-2b-jpn-it,
Qwen/Qwen3-1.7B,inference-net/Schematron-3B,
Qwen/Qwen3-1.7B,meta-llama/Llama-3.1-8B,
Qwen/Qwen3-1.7B,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen3-1.7B,meta-llama/Llama-3.2-1B,
Qwen/Qwen3-1.7B,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen3-1.7B,meta-llama/Llama-3.2-3B,
Qwen/Qwen3-1.7B,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen3-1.7B,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen3-1.7B,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen3-1.7B,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen3-1.7B,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen3-1.7B,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen3-1.7B,microsoft/UserLM-8b,
Qwen/Qwen3-1.7B,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen3-1.7B,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen3-1.7B,mistralai/Mistral-7B-v0.1,
Qwen/Qwen3-1.7B,mistralai/Mistral-7B-v0.3,
Qwen/Qwen3-1.7B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen3-1.7B,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen3-1.7B,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen3-1.7B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen3-1.7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,12.0
Qwen/Qwen3-1.7B,nvidia/OpenCodeReasoning-Nemotron-7B,12.0
Qwen/Qwen3-1.7B,nvidia/OpenMath-Nemotron-1.5B,12.0
Qwen/Qwen3-1.7B,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen3-1.7B,nvidia/OpenReasoning-Nemotron-1.5B,11.0
Qwen/Qwen3-1.7B,tiiuae/Falcon3-1B-Base,
Qwen/Qwen3-1.7B,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen3-1.7B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen3-1.7B,unsloth/Llama-3.1-8B,
Qwen/Qwen3-1.7B,unsloth/Llama-3.2-1B,
Qwen/Qwen3-1.7B,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen3-1.7B,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen3-1.7B,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen3-1.7B,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen3-1.7B,unsloth/Qwen2.5-0.5B,12.0
Qwen/Qwen3-1.7B,unsloth/Qwen2.5-0.5B-Instruct,11.0
Qwen/Qwen3-1.7B,unsloth/Qwen2.5-1.5B,11.0
Qwen/Qwen3-1.7B,unsloth/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen3-1.7B,unsloth/Qwen2.5-Math-1.5B,12.0
Qwen/Qwen3-1.7B,unsloth/Qwen2.5-Math-7B-Instruct,13.0
Qwen/Qwen3-1.7B,unsloth/Qwen3-1.7B-Base,2.0
Qwen/Qwen3-1.7B-Base,Qwen/Qwen3-4B,
Qwen/Qwen3-1.7B-Base,Qwen/Qwen3-4B-Base,
Qwen/Qwen3-1.7B-Base,SakanaAI/TinySwallow-1.5B,13.0
Qwen/Qwen3-1.7B-Base,Writer/palmyra-mini,12.0
Qwen/Qwen3-1.7B-Base,acon96/Home-Llama-3.2-3B,
Qwen/Qwen3-1.7B-Base,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen3-1.7B-Base,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen3-1.7B-Base,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen3-1.7B-Base,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen3-1.7B-Base,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen3-1.7B-Base,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen3-1.7B-Base,arcee-ai/Meraj-Mini,13.0
Qwen/Qwen3-1.7B-Base,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen3-1.7B-Base,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,13.0
Qwen/Qwen3-1.7B-Base,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen3-1.7B-Base,dnotitia/Smoothie-Qwen3-1.7B,2.0
Qwen/Qwen3-1.7B-Base,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen3-1.7B-Base,google/gemma-2-2b,
Qwen/Qwen3-1.7B-Base,google/gemma-2-2b-it,
Qwen/Qwen3-1.7B-Base,google/gemma-2-2b-jpn-it,
Qwen/Qwen3-1.7B-Base,inference-net/Schematron-3B,
Qwen/Qwen3-1.7B-Base,meta-llama/Llama-3.1-8B,
Qwen/Qwen3-1.7B-Base,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen3-1.7B-Base,meta-llama/Llama-3.2-1B,
Qwen/Qwen3-1.7B-Base,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen3-1.7B-Base,meta-llama/Llama-3.2-3B,
Qwen/Qwen3-1.7B-Base,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen3-1.7B-Base,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen3-1.7B-Base,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen3-1.7B-Base,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen3-1.7B-Base,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen3-1.7B-Base,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen3-1.7B-Base,microsoft/UserLM-8b,
Qwen/Qwen3-1.7B-Base,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen3-1.7B-Base,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen3-1.7B-Base,mistralai/Mistral-7B-v0.1,
Qwen/Qwen3-1.7B-Base,mistralai/Mistral-7B-v0.3,
Qwen/Qwen3-1.7B-Base,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen3-1.7B-Base,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen3-1.7B-Base,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen3-1.7B-Base,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen3-1.7B-Base,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,13.0
Qwen/Qwen3-1.7B-Base,nvidia/OpenCodeReasoning-Nemotron-7B,13.0
Qwen/Qwen3-1.7B-Base,nvidia/OpenMath-Nemotron-1.5B,13.0
Qwen/Qwen3-1.7B-Base,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen3-1.7B-Base,nvidia/OpenReasoning-Nemotron-1.5B,12.0
Qwen/Qwen3-1.7B-Base,tiiuae/Falcon3-1B-Base,
Qwen/Qwen3-1.7B-Base,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen3-1.7B-Base,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen3-1.7B-Base,unsloth/Llama-3.1-8B,
Qwen/Qwen3-1.7B-Base,unsloth/Llama-3.2-1B,
Qwen/Qwen3-1.7B-Base,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen3-1.7B-Base,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen3-1.7B-Base,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen3-1.7B-Base,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen3-1.7B-Base,unsloth/Qwen2.5-0.5B,13.0
Qwen/Qwen3-1.7B-Base,unsloth/Qwen2.5-0.5B-Instruct,12.0
Qwen/Qwen3-1.7B-Base,unsloth/Qwen2.5-1.5B,12.0
Qwen/Qwen3-1.7B-Base,unsloth/Qwen2.5-1.5B-Instruct,13.0
Qwen/Qwen3-1.7B-Base,unsloth/Qwen2.5-Math-1.5B,13.0
Qwen/Qwen3-1.7B-Base,unsloth/Qwen2.5-Math-7B-Instruct,14.0
Qwen/Qwen3-1.7B-Base,unsloth/Qwen3-1.7B-Base,1.0
Qwen/Qwen3-4B,Qwen/Qwen3-4B-Base,1.0
Qwen/Qwen3-4B,SakanaAI/TinySwallow-1.5B,
Qwen/Qwen3-4B,Writer/palmyra-mini,
Qwen/Qwen3-4B,acon96/Home-Llama-3.2-3B,
Qwen/Qwen3-4B,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen3-4B,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen3-4B,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen3-4B,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen3-4B,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen3-4B,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen3-4B,arcee-ai/Meraj-Mini,
Qwen/Qwen3-4B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen3-4B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
Qwen/Qwen3-4B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen3-4B,dnotitia/Smoothie-Qwen3-1.7B,
Qwen/Qwen3-4B,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen3-4B,google/gemma-2-2b,
Qwen/Qwen3-4B,google/gemma-2-2b-it,
Qwen/Qwen3-4B,google/gemma-2-2b-jpn-it,
Qwen/Qwen3-4B,inference-net/Schematron-3B,
Qwen/Qwen3-4B,meta-llama/Llama-3.1-8B,
Qwen/Qwen3-4B,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen3-4B,meta-llama/Llama-3.2-1B,
Qwen/Qwen3-4B,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen3-4B,meta-llama/Llama-3.2-3B,
Qwen/Qwen3-4B,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen3-4B,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen3-4B,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen3-4B,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen3-4B,meta-llama/Meta-Llama-3.2-3B,
